oa_code,All people aged 16 to 64 in households,AB Higher and intermediate managerial/administrative/professional,"C1 Supervisory, clerical, junior managerial/administrative/professional",C2 Skilled manual workers,"DE Semi-skilled and unskilled manual workers; on state benefit, unemployed, lowest grade workers"
S00096721,43,2,18,4,19
S00096722,63,1,11,33,18
S00096723,92,4,23,13,52
S00096724,56,1,11,10,34
S00096725,75,9,22,19,25
S00096726,63,3,14,13,33
S00096727,96,9,15,16,56
S00096728,93,3,26,28,36
S00096729,91,5,13,27,46
S00096730,74,2,14,13,45
S00096731,40,3,11,14,12
S00096732,73,1,17,14,41
S00096733,90,5,18,21,46
S00096734,51,6,11,13,21
S00096735,75,12,16,13,34
S00096736,53,5,19,12,17
S00096737,35,5,6,19,5
S00096738,77,3,30,13,31
S00096739,109,15,36,43,15
S00096740,74,8,13,29,24
S00096741,58,3,21,11,23
S00096742,70,6,27,18,19
S00096743,83,19,41,17,6
S00096744,75,15,32,20,8
S00096745,69,4,9,22,34
S00096746,48,2,14,14,18
S00096747,118,4,69,20,25
S00096748,86,1,21,25,39
S00096749,108,8,24,44,32
S00096750,103,2,22,26,53
S00096751,61,2,10,21,28
S00096752,72,0,23,26,23
S00096753,68,1,10,41,16
S00096754,60,1,15,21,23
S00096755,70,6,19,18,27
S00096756,77,7,27,20,23
S00096757,45,2,15,9,19
S00096758,90,8,21,15,46
S00096759,57,3,17,11,26
S00096760,87,6,18,27,36
S00096761,64,1,14,16,33
S00096762,47,2,17,7,21
S00096763,57,0,13,10,34
S00096764,40,2,10,4,24
S00096765,72,2,16,19,35
S00096766,99,6,24,36,33
S00096767,73,0,27,7,39
S00096768,66,1,18,18,29
S00096769,53,1,18,17,17
S00096770,49,4,10,14,21
S00096771,70,2,17,11,40
S00096772,62,7,21,22,12
S00096773,68,2,25,14,27
S00096774,78,3,5,26,44
S00096775,35,2,7,5,21
S00096776,38,1,13,7,17
S00096777,39,3,5,9,22
S00096778,44,1,3,9,31
S00096779,43,2,5,12,24
S00096780,35,1,7,8,19
S00096781,65,12,22,16,15
S00096782,81,2,20,22,37
S00096783,35,3,3,4,25
S00096784,82,12,21,11,38
S00096785,74,7,26,24,17
S00096786,60,5,16,19,20
S00096787,96,12,33,29,22
S00096788,48,2,10,13,23
S00096789,41,5,19,3,14
S00096790,55,3,11,19,22
S00096791,30,0,6,10,14
S00096792,39,3,11,7,18
S00096793,35,0,10,5,20
S00096794,105,5,28,25,47
S00096795,50,3,6,14,27
S00096796,41,0,19,8,14
S00096797,32,0,15,6,11
S00096798,45,2,10,12,21
S00096799,39,0,10,2,27
S00096800,50,6,27,11,6
S00096801,48,10,15,13,10
S00096802,54,18,20,13,3
S00096803,91,6,33,40,12
S00096804,72,14,33,20,5
S00096805,42,0,14,18,10
S00096806,97,13,14,17,53
S00096807,62,5,32,17,8
S00096808,92,6,20,24,42
S00096809,71,6,17,14,34
S00096810,44,5,14,14,11
S00096811,47,3,16,14,14
S00096812,98,2,17,27,52
S00096813,68,0,16,14,38
S00096814,72,19,12,19,22
S00096815,100,14,15,39,32
S00096816,106,10,33,31,32
S00096817,81,17,28,22,14
S00096818,53,7,27,5,14
S00096819,74,8,27,23,16
S00096820,84,18,19,35,12
S00096821,47,6,14,10,17
S00096822,54,11,11,9,23
S00096823,46,3,16,17,10
S00096824,65,7,25,21,12
S00096825,81,1,22,14,44
S00096826,61,8,19,18,16
S00096827,70,9,15,31,15
S00096828,66,5,20,12,29
S00096829,57,3,16,17,21
S00096830,69,8,19,15,27
S00096831,83,2,29,31,21
S00096832,59,5,21,22,11
S00096833,83,11,23,21,28
S00096834,68,5,21,21,21
S00096835,85,4,33,25,23
S00096836,50,5,20,12,13
S00096837,56,9,14,17,16
S00096838,105,4,25,25,51
S00096839,89,7,24,14,44
S00096840,84,8,22,19,35
S00096841,82,6,25,28,23
S00096842,58,5,9,20,24
S00096843,54,2,15,25,12
S00096844,79,0,27,13,39
S00096845,58,4,19,15,20
S00096846,55,0,14,14,27
S00096847,42,0,12,4,26
S00096848,70,0,14,12,44
S00096849,73,1,37,25,10
S00096850,51,4,12,21,14
S00096851,60,11,16,18,15
S00096852,47,1,18,9,19
S00096853,89,1,31,23,34
S00096854,57,0,13,22,22
S00096855,119,41,31,33,14
S00096856,105,20,36,26,23
S00096857,32,0,14,12,6
S00096858,56,4,14,19,19
S00096859,122,2,42,37,41
S00096860,61,4,18,21,18
S00096861,55,2,13,17,23
S00096862,77,4,16,22,35
S00096863,101,5,26,23,47
S00096864,66,5,10,12,39
S00096865,44,3,8,12,21
S00096866,66,1,18,14,33
S00096867,65,2,17,18,28
S00096868,44,2,11,11,20
S00096869,55,4,25,7,19
S00096870,43,0,10,12,21
S00096871,75,7,21,15,32
S00096872,98,18,35,20,25
S00096873,103,28,36,25,14
S00096874,21,3,10,3,5
S00096875,63,2,13,18,30
S00096876,72,4,22,21,25
S00096877,79,1,34,19,25
S00096878,75,5,15,19,36
S00096879,78,2,22,17,37
S00096880,89,6,24,25,34
S00096881,79,5,17,7,50
S00096882,68,0,14,15,39
S00096883,55,5,17,16,17
S00096884,46,10,16,4,16
S00096885,73,11,31,26,5
S00096886,59,6,24,14,15
S00096887,60,22,18,16,4
S00096888,55,4,22,13,16
S00096889,138,28,46,51,13
S00096890,86,7,31,23,25
S00096891,78,15,23,26,14
S00096892,52,4,7,23,18
S00096893,34,5,9,6,14
S00096894,59,5,15,17,22
S00096895,64,1,26,12,25
S00096896,70,9,15,17,29
S00096897,71,3,24,24,20
S00096898,73,16,23,19,15
S00096899,89,19,53,16,1
S00096900,84,3,30,25,26
S00096901,93,12,35,28,18
S00096902,50,7,13,15,15
S00096903,44,6,16,14,8
S00096904,93,10,31,18,34
S00096905,80,7,6,24,43
S00096906,77,2,21,29,25
S00096907,55,1,25,12,17
S00096908,109,8,42,33,26
S00096909,76,1,28,17,30
S00096910,78,0,18,28,32
S00096911,76,14,31,29,2
S00096912,116,19,58,27,12
S00096913,99,19,38,35,7
S00096914,83,17,42,16,8
S00096915,66,9,34,14,9
S00096916,105,19,40,28,18
S00096917,43,13,11,13,6
S00096918,51,10,23,11,7
S00096919,77,18,16,28,15
S00096920,72,15,28,23,6
S00096921,58,9,20,13,16
S00096922,67,12,29,11,15
S00096923,42,10,19,5,8
S00096924,47,1,25,15,6
S00096925,111,12,61,34,4
S00096926,90,16,34,20,20
S00096927,84,10,39,20,15
S00096928,66,5,16,20,25
S00096929,71,13,33,9,16
S00096930,56,11,25,12,8
S00096931,58,14,24,17,3
S00096932,108,10,30,33,35
S00096933,88,7,36,18,27
S00096934,76,4,25,7,40
S00096935,50,2,18,13,17
S00096936,91,7,28,29,27
S00096937,85,1,27,20,37
S00096938,87,0,21,13,53
S00096939,31,4,2,17,8
S00096940,63,3,19,23,18
S00096941,89,4,25,20,40
S00096942,108,0,18,29,61
S00096943,94,5,32,19,38
S00096944,73,2,22,14,35
S00096945,80,4,28,25,23
S00096946,65,7,24,10,24
S00096947,75,6,22,10,37
S00096948,82,4,17,27,34
S00096949,63,1,17,17,28
S00096950,68,5,16,22,25
S00096951,59,3,27,11,18
S00096952,96,3,24,16,53
S00096953,52,0,7,14,31
S00096954,50,6,7,14,23
S00096955,85,1,20,28,36
S00096956,74,3,23,20,28
S00096957,111,9,37,22,43
S00096958,90,2,30,24,34
S00096959,45,0,14,8,23
S00096960,58,2,11,17,28
S00096961,51,1,14,18,18
S00096962,69,3,11,9,46
S00096963,83,4,27,22,30
S00096964,101,5,26,21,49
S00096965,65,2,28,13,22
S00096966,45,2,15,5,23
S00096967,85,2,11,11,61
S00096968,91,1,25,25,40
S00096969,70,1,29,20,20
S00096970,91,4,29,19,39
S00096971,31,3,7,11,10
S00096972,73,4,13,30,26
S00096973,81,11,31,18,21
S00096974,70,10,30,21,9
S00096975,109,24,51,21,13
S00096976,57,5,24,17,11
S00096977,42,5,20,3,14
S00096978,62,7,29,19,7
S00096979,42,5,19,8,10
S00096980,68,14,20,24,10
S00096981,97,25,30,30,12
S00096982,91,22,37,26,6
S00096983,57,24,24,8,1
S00096984,81,3,31,19,28
S00096985,59,14,21,15,9
S00096986,56,2,18,15,21
S00096987,62,3,19,16,24
S00096988,48,4,17,20,7
S00096989,106,3,33,26,44
S00096990,57,2,17,7,31
S00096991,38,1,8,10,19
S00096992,35,3,8,19,5
S00096993,53,3,23,10,17
S00096994,32,0,13,4,15
S00096995,74,9,18,10,37
S00096996,40,5,10,13,12
S00096997,33,2,6,8,17
S00096998,56,8,28,15,5
S00096999,82,11,21,30,20
S00097000,83,18,31,21,13
S00097001,60,5,12,19,24
S00097002,41,6,12,13,10
S00097003,54,2,10,21,21
S00097004,63,2,20,21,20
S00097005,77,14,19,21,23
S00097006,34,3,12,14,5
S00097007,110,10,61,14,25
S00097008,45,18,21,3,3
S00097009,78,7,37,20,14
S00097010,49,4,19,11,15
S00097011,76,17,32,10,17
S00097012,65,7,16,12,30
S00097013,69,0,8,19,42
S00097014,62,0,15,18,29
S00097015,46,1,16,13,16
S00097016,45,0,7,18,20
S00097017,41,1,12,14,14
S00097018,46,3,6,9,28
S00097019,46,0,8,12,26
S00097020,38,2,6,5,25
S00097021,62,2,5,10,45
S00097022,74,0,14,16,44
S00097023,85,17,33,20,15
S00097024,57,20,17,17,3
S00097025,172,40,64,42,26
S00097026,76,20,35,19,2
S00097027,82,14,26,30,12
S00097028,70,1,34,14,21
S00097029,95,26,43,22,4
S00097030,80,12,20,27,21
S00097031,76,13,31,16,16
S00097032,129,35,52,39,3
S00097033,59,5,29,5,20
S00097034,58,4,18,16,20
S00097035,41,1,4,15,21
S00097036,38,0,4,6,28
S00097037,44,1,11,7,25
S00097038,116,12,51,46,7
S00097039,55,6,9,13,27
S00097040,32,3,5,8,16
S00097041,38,2,9,8,19
S00097042,61,6,14,20,21
S00097043,51,3,17,19,12
S00097044,122,10,28,49,35
S00097045,88,6,25,19,38
S00097046,45,15,12,14,4
S00097047,103,3,24,30,46
S00097048,83,3,19,26,35
S00097049,53,3,20,15,15
S00097050,53,7,13,20,13
S00097051,79,8,16,25,30
S00097052,91,21,44,19,7
S00097053,115,6,56,28,25
S00097054,110,11,40,28,31
S00097055,45,2,16,3,24
S00097056,96,3,28,20,45
S00097057,47,7,25,12,3
S00097058,62,6,29,12,15
S00097059,36,5,13,5,13
S00097060,35,0,25,3,7
S00097061,64,27,21,9,7
S00097062,77,12,31,25,9
S00097063,55,9,22,11,13
S00097064,33,10,7,9,7
S00097065,46,3,16,10,17
S00097066,45,2,11,21,11
S00097067,52,3,25,9,15
S00097068,53,2,12,26,13
S00097069,122,40,42,32,8
S00097070,53,18,21,11,3
S00097071,111,22,50,29,10
S00097072,39,0,8,3,28
S00097073,54,2,20,17,15
S00097074,81,4,25,16,36
S00097075,46,1,20,9,16
S00097076,59,2,10,13,34
S00097077,41,0,9,7,25
S00097078,62,13,26,15,8
S00097079,81,16,37,18,10
S00097080,79,19,29,22,9
S00097081,58,11,26,18,3
S00097082,59,17,24,11,7
S00097083,41,4,20,9,8
S00097084,54,5,17,19,13
S00097085,80,0,29,19,32
S00097086,46,0,6,6,34
S00097087,62,10,16,13,23
S00097088,57,3,10,12,32
S00097089,46,10,16,14,6
S00097090,81,5,16,40,20
S00097091,79,9,25,27,18
S00097092,47,13,20,7,7
S00097093,74,19,32,16,7
S00097094,30,11,11,4,4
S00097095,154,30,63,45,16
S00097096,90,16,44,20,10
S00097097,73,13,32,13,15
S00097098,72,8,23,16,25
S00097099,82,3,35,13,31
S00097100,60,6,21,10,23
S00097101,45,2,16,8,19
S00097102,46,3,18,8,17
S00097103,54,1,24,10,19
S00097104,124,14,52,38,20
S00097105,49,6,19,7,17
S00097106,120,32,43,31,14
S00097107,82,8,41,22,11
S00097108,51,17,10,14,10
S00097109,101,33,34,26,8
S00097110,62,30,13,16,3
S00097111,37,10,14,8,5
S00097112,94,15,46,24,9
S00097113,54,1,5,28,20
S00097114,54,3,6,27,18
S00097115,69,4,19,22,24
S00097116,91,8,32,29,22
S00097117,50,6,14,15,15
S00097118,106,19,29,29,29
S00097119,77,9,5,55,8
S00097120,67,11,16,25,15
S00097121,100,2,26,50,22
S00097122,66,21,17,18,10
S00097123,88,11,24,31,22
S00097124,66,13,18,27,8
S00097125,69,19,16,21,13
S00097126,58,27,18,13,0
S00097127,51,7,17,20,7
S00097128,91,38,21,17,15
S00097129,33,8,10,6,9
S00097130,38,17,10,11,0
S00097131,59,6,13,24,16
S00097132,66,14,20,17,15
S00097133,80,19,13,29,19
S00097134,116,21,26,42,27
S00097135,75,8,14,31,22
S00097136,101,5,11,51,34
S00097137,64,21,8,21,14
S00097138,57,6,12,20,19
S00097139,87,18,23,29,17
S00097140,64,16,13,20,15
S00097141,118,20,31,51,16
S00097142,113,29,16,44,24
S00097143,53,13,19,16,5
S00097144,63,14,9,21,19
S00097145,97,14,26,19,38
S00097146,67,9,23,16,19
S00097147,95,13,14,36,32
S00097148,129,19,34,37,39
S00097149,72,9,9,36,18
S00097150,108,7,23,53,25
S00097151,62,5,12,25,20
S00097152,84,6,16,37,25
S00097153,129,11,23,57,38
S00097154,97,15,20,45,17
S00097155,53,7,6,26,14
S00097156,107,10,30,41,26
S00097157,115,20,28,40,27
S00097158,77,29,15,33,0
S00097159,95,10,21,30,34
S00097160,52,13,6,19,14
S00097161,144,15,28,85,16
S00097162,80,17,17,25,21
S00097163,75,16,11,42,6
S00097164,86,14,24,22,26
S00097165,39,0,7,19,13
S00097166,80,0,24,28,28
S00097167,71,12,15,21,23
S00097168,75,8,23,27,17
S00097169,28,4,9,8,7
S00097170,131,27,37,43,24
S00097171,90,25,13,26,26
S00097172,78,8,21,31,18
S00097173,103,9,32,38,24
S00097174,59,16,15,16,12
S00097175,65,11,13,27,14
S00097176,75,12,17,30,16
S00097177,71,0,15,24,32
S00097178,53,13,13,17,10
S00097179,44,10,8,17,9
S00097180,74,18,20,20,16
S00097181,92,7,15,48,22
S00097182,64,9,18,13,24
S00097183,85,18,27,23,17
S00097184,73,13,15,36,9
S00097185,77,16,20,24,17
S00097186,52,7,20,10,15
S00097187,80,9,27,30,14
S00097188,78,17,18,31,12
S00097189,77,5,23,34,15
S00097190,54,6,8,28,12
S00097191,39,5,16,12,6
S00097192,57,6,17,12,22
S00097193,73,22,18,18,15
S00097194,125,18,28,53,26
S00097195,70,14,12,29,15
S00097196,84,2,14,38,30
S00097197,58,15,23,5,15
S00097198,72,14,25,18,15
S00097199,65,8,21,13,23
S00097200,88,18,14,41,15
S00097201,63,13,4,36,10
S00097202,48,6,17,18,7
S00097203,77,19,16,24,18
S00097204,63,26,26,2,9
S00097205,76,18,35,15,8
S00097206,107,37,45,18,7
S00097207,89,20,33,15,21
S00097208,96,16,17,30,33
S00097209,96,23,14,38,21
S00097210,98,18,34,29,17
S00097211,131,24,29,50,28
S00097212,111,29,24,45,13
S00097213,80,6,25,19,30
S00097214,95,22,31,27,15
S00097215,75,17,21,28,9
S00097216,85,20,34,20,11
S00097217,116,33,37,32,14
S00097218,125,14,54,38,19
S00097219,102,19,31,27,25
S00097220,63,6,27,22,8
S00097221,50,1,24,13,12
S00097222,48,3,20,8,17
S00097223,121,31,28,41,21
S00097224,134,27,35,42,30
S00097225,52,6,25,15,6
S00097226,54,8,20,14,12
S00097227,71,11,25,21,14
S00097228,97,15,9,38,35
S00097229,45,3,6,19,17
S00097230,87,10,19,35,23
S00097231,52,4,15,16,17
S00097232,92,9,24,40,19
S00097233,44,18,7,14,5
S00097234,110,27,30,29,24
S00097235,77,13,33,19,12
S00097236,99,44,13,30,12
S00097237,85,12,29,27,17
S00097238,89,18,25,24,22
S00097239,100,27,27,21,25
S00097240,60,0,11,7,42
S00097241,52,7,18,13,14
S00097242,79,9,10,32,28
S00097243,140,29,42,42,27
S00097244,83,12,48,8,15
S00097245,105,24,40,22,19
S00097246,43,14,14,8,7
S00097247,80,11,31,15,23
S00097248,96,16,27,31,22
S00097249,81,21,27,14,19
S00097250,107,18,27,42,20
S00097251,104,23,30,28,23
S00097252,136,24,23,56,33
S00097253,104,24,28,25,27
S00097254,81,23,25,26,7
S00097255,81,12,23,28,18
S00097256,67,7,9,26,25
S00097257,50,4,10,11,25
S00097258,37,5,8,7,17
S00097259,98,5,24,46,23
S00097260,49,2,9,17,21
S00097261,61,13,6,27,15
S00097262,45,6,14,10,15
S00097263,73,4,22,15,32
S00097264,45,15,10,12,8
S00097265,55,10,10,20,15
S00097266,47,8,26,6,7
S00097267,31,7,4,14,6
S00097268,106,13,31,35,27
S00097269,75,17,13,21,24
S00097270,37,16,7,12,2
S00097271,60,6,31,16,7
S00097272,44,8,7,13,16
S00097273,35,10,11,10,4
S00097274,61,10,15,13,23
S00097275,39,6,15,5,13
S00097276,73,14,21,12,26
S00097277,81,25,27,14,15
S00097278,67,8,24,20,15
S00097279,77,19,14,40,4
S00097280,48,9,13,11,15
S00097281,63,9,19,16,19
S00097282,86,5,11,27,43
S00097283,46,3,14,13,16
S00097284,69,13,16,23,17
S00097285,52,16,2,24,10
S00097286,56,13,13,20,10
S00097287,126,27,41,36,22
S00097288,92,5,17,36,34
S00097289,73,13,19,27,14
S00097290,61,17,18,19,7
S00097291,52,9,13,27,3
S00097292,39,0,6,10,23
S00097293,89,13,14,42,20
S00097294,86,16,25,27,18
S00097295,62,14,18,23,7
S00097296,69,16,15,30,8
S00097297,39,0,6,14,19
S00097298,81,15,10,32,24
S00097299,66,8,11,28,19
S00097300,133,17,26,75,15
S00097301,46,9,10,20,7
S00097302,58,7,26,9,16
S00097303,90,12,20,39,19
S00097304,55,18,13,16,8
S00097305,61,5,4,35,17
S00097306,85,21,19,29,16
S00097307,112,32,20,47,13
S00097308,53,4,15,13,21
S00097309,72,4,27,27,14
S00097310,110,29,19,52,10
S00097311,103,19,27,22,35
S00097312,29,11,6,6,6
S00097313,40,16,12,8,4
S00097314,34,10,11,10,3
S00097315,55,18,16,7,14
S00097316,27,4,8,9,6
S00097317,45,11,21,6,7
S00097318,26,5,9,8,4
S00097319,35,7,6,11,11
S00097320,45,11,9,16,9
S00097321,65,7,26,16,16
S00097322,52,20,4,14,14
S00097323,76,12,18,23,23
S00097324,59,17,22,10,10
S00097325,71,9,19,30,13
S00097326,55,12,19,14,10
S00097327,69,7,9,25,28
S00097328,81,9,23,36,13
S00097329,100,19,32,30,19
S00097330,73,20,9,24,20
S00097331,91,18,30,25,18
S00097332,44,4,5,19,16
S00097333,71,6,16,29,20
S00097334,64,8,21,19,16
S00097335,88,21,17,38,12
S00097336,50,12,10,20,8
S00097337,51,6,6,13,26
S00097338,66,10,11,29,16
S00097339,105,1,10,46,48
S00097340,106,13,19,49,25
S00097341,65,7,14,28,16
S00097342,89,6,29,32,22
S00097343,80,18,10,31,21
S00097344,127,18,20,53,36
S00097345,46,7,14,9,16
S00097346,59,16,9,11,23
S00097347,25,9,4,5,7
S00097348,106,11,37,32,26
S00097349,68,14,12,33,9
S00097350,93,11,16,48,18
S00097351,54,7,4,37,6
S00097352,66,7,11,17,31
S00097353,86,18,22,30,16
S00097354,82,16,29,18,19
S00097355,37,13,13,3,8
S00097356,65,2,23,11,29
S00097357,48,11,20,7,10
S00097358,49,6,11,29,3
S00097359,68,11,10,33,14
S00097360,109,32,34,25,18
S00097361,38,9,15,10,4
S00097362,43,6,7,18,12
S00097363,77,15,11,35,16
S00097364,85,21,23,24,17
S00097365,73,24,22,16,11
S00097366,74,21,16,28,9
S00097367,86,6,15,27,38
S00097368,69,12,20,19,18
S00097369,98,16,15,27,40
S00097370,39,15,8,13,3
S00097371,72,16,21,25,10
S00097372,38,4,14,13,7
S00097373,41,4,10,19,8
S00097374,80,23,22,22,13
S00097375,67,20,20,22,5
S00097376,55,12,8,23,12
S00097377,75,10,23,35,7
S00097378,88,26,18,25,19
S00097379,60,17,16,8,19
S00097380,56,10,13,16,17
S00097381,54,23,4,17,10
S00097382,74,15,17,24,18
S00097383,77,8,25,32,12
S00097384,55,17,16,12,10
S00097385,53,14,10,17,12
S00097386,65,16,12,19,18
S00097387,52,14,15,11,12
S00097388,70,5,21,16,28
S00097389,63,17,24,15,7
S00097390,88,16,14,37,21
S00097391,65,6,20,17,22
S00097392,69,13,18,20,18
S00097393,61,17,21,19,4
S00097394,38,8,6,14,10
S00097395,91,16,19,39,17
S00097396,41,9,5,20,7
S00097397,59,10,20,14,15
S00097398,46,17,10,9,10
S00097399,47,7,10,16,14
S00097400,87,9,10,33,35
S00097401,35,1,11,12,11
S00097402,58,14,13,17,14
S00097403,47,8,14,12,13
S00097404,88,12,17,34,25
S00097405,64,3,0,23,38
S00097406,42,5,8,18,11
S00097407,32,5,11,11,5
S00097408,48,4,6,27,11
S00097409,41,7,6,12,16
S00097410,51,7,6,12,26
S00097411,69,16,12,24,17
S00097412,57,9,12,19,17
S00097413,66,8,11,32,15
S00097414,75,14,20,20,21
S00097415,81,10,17,30,24
S00097416,68,21,12,17,18
S00097417,103,20,15,48,20
S00097418,113,13,28,46,26
S00097419,61,10,10,30,11
S00097420,65,11,26,17,11
S00097421,55,16,10,18,11
S00097422,78,6,9,39,24
S00097423,42,7,4,23,8
S00097424,77,11,11,45,10
S00097425,80,7,19,38,16
S00097426,48,5,13,22,8
S00097427,46,12,10,18,6
S00097428,77,11,20,35,11
S00097429,74,1,16,18,39
S00097430,52,6,15,23,8
S00097431,89,11,7,49,22
S00097432,50,13,8,20,9
S00097433,76,9,18,29,20
S00097434,103,13,29,37,24
S00097435,71,7,20,32,12
S00097436,111,0,9,34,68
S00097437,58,1,15,22,20
S00097438,106,4,7,37,58
S00097439,85,5,10,25,45
S00097440,47,13,7,19,8
S00097441,66,8,26,14,18
S00097442,83,11,16,30,26
S00097443,89,3,14,36,36
S00097444,74,15,14,17,28
S00097445,38,6,3,16,13
S00097446,98,7,22,36,33
S00097447,63,9,19,23,12
S00097448,77,3,28,24,22
S00097449,65,6,8,44,7
S00097450,66,15,4,24,23
S00097451,65,11,10,27,17
S00097452,41,9,5,21,6
S00097453,115,1,25,49,40
S00097454,60,1,17,19,23
S00097455,43,4,15,10,14
S00097456,110,18,18,44,30
S00097457,60,12,18,20,10
S00097458,71,21,12,23,15
S00097459,87,8,18,21,40
S00097460,127,10,11,56,50
S00097461,28,1,13,6,8
S00097462,96,8,18,46,24
S00097463,48,4,17,11,16
S00097464,71,5,22,31,13
S00097465,134,17,42,44,31
S00097466,100,11,25,50,14
S00097467,56,6,7,21,22
S00097468,56,8,17,18,13
S00097469,77,5,18,38,16
S00097470,97,20,16,38,23
S00097471,83,10,10,48,15
S00097472,61,2,4,11,44
S00097473,53,7,6,16,24
S00097474,57,5,7,13,32
S00097475,58,11,16,6,25
S00097476,64,1,6,30,27
S00097477,76,9,4,27,36
S00097478,57,1,14,25,17
S00097479,73,7,14,25,27
S00097480,36,5,2,22,7
S00097481,51,13,8,13,17
S00097482,35,2,13,8,12
S00097483,41,2,5,21,13
S00097484,42,2,15,17,8
S00097485,62,8,5,22,27
S00097486,67,14,15,27,11
S00097487,81,1,12,44,24
S00097488,56,1,11,25,19
S00097489,52,3,26,17,6
S00097490,104,12,19,21,52
S00097491,39,10,14,9,6
S00097492,79,18,22,10,29
S00097493,60,11,19,20,10
S00097494,35,10,17,2,6
S00097495,44,16,5,10,13
S00097496,52,12,18,13,9
S00097497,68,7,11,16,34
S00097498,50,5,11,18,16
S00097499,60,7,14,23,16
S00097500,81,7,9,40,25
S00097501,36,1,4,16,15
S00097502,72,3,23,30,16
S00097503,66,3,16,19,28
S00097504,65,24,19,15,7
S00097505,63,16,25,15,7
S00097506,72,22,14,15,21
S00097507,36,15,10,7,4
S00097508,69,11,19,17,22
S00097509,61,7,12,15,27
S00097510,100,6,9,57,28
S00097511,91,4,29,25,33
S00097512,55,11,10,19,15
S00097513,36,4,19,5,8
S00097514,44,4,21,14,5
S00097515,76,15,33,23,5
S00097516,85,3,20,31,31
S00097517,36,8,4,13,11
S00097518,40,5,16,8,11
S00097519,77,9,14,25,29
S00097520,66,4,13,27,22
S00097521,77,12,16,21,28
S00097522,40,3,7,23,7
S00097523,39,7,3,15,14
S00097524,88,11,11,30,36
S00097525,59,3,15,19,22
S00097526,78,24,36,11,7
S00097527,62,5,9,27,21
S00097528,94,9,10,33,42
S00097529,89,11,22,22,34
S00097530,71,13,18,30,10
S00097531,85,6,16,19,44
S00097532,78,4,18,24,32
S00097533,79,1,21,25,32
S00097534,65,4,7,23,31
S00097535,100,3,39,28,30
S00097536,46,0,9,7,30
S00097537,86,0,14,26,46
S00097538,90,1,10,33,46
S00097539,126,7,11,26,82
S00097540,88,6,20,27,35
S00097541,38,2,2,10,24
S00097542,44,1,12,4,27
S00097543,62,2,6,13,41
S00097544,54,0,4,12,38
S00097545,78,4,9,22,43
S00097546,40,3,9,13,15
S00097547,68,11,21,16,20
S00097548,74,7,16,17,34
S00097549,98,10,38,16,34
S00097550,73,3,18,20,32
S00097551,51,1,10,21,19
S00097552,50,2,17,11,20
S00097553,60,0,19,24,17
S00097554,69,7,14,31,17
S00097555,42,12,4,13,13
S00097556,110,4,35,33,38
S00097557,43,6,4,9,24
S00097558,109,6,40,39,24
S00097559,84,5,17,23,39
S00097560,48,4,16,16,12
S00097561,105,1,17,44,43
S00097562,84,6,20,30,28
S00097563,36,11,8,13,4
S00097564,58,2,14,16,26
S00097565,50,2,7,24,17
S00097566,75,2,10,41,22
S00097567,85,0,14,33,38
S00097568,61,0,6,27,28
S00097569,55,0,19,11,25
S00097570,107,16,30,32,29
S00097571,76,13,16,29,18
S00097572,39,2,12,18,7
S00097573,42,0,12,18,12
S00097574,57,14,7,27,9
S00097575,88,6,19,24,39
S00097576,100,8,27,36,29
S00097577,64,11,18,13,22
S00097578,56,0,13,19,24
S00097579,70,4,16,19,31
S00097580,72,6,12,33,21
S00097581,51,0,10,16,25
S00097582,68,0,17,24,27
S00097583,99,10,36,33,20
S00097584,69,2,13,21,33
S00097585,70,5,13,27,25
S00097586,98,6,14,46,32
S00097587,77,8,19,31,19
S00097588,75,5,8,31,31
