oa_code,All people aged 3 and over,Speaks English very well,Speaks English well,Does not speak English well,Does not speak English at all
S00089865,131,103,20,6,2
S00089866,76,62,11,3,0
S00089867,113,94,18,1,0
S00089868,60,51,8,1,0
S00089869,156,129,26,1,0
S00089870,123,106,16,1,0
S00089871,125,101,24,0,0
S00089872,141,121,12,6,2
S00089873,173,146,24,3,0
S00089874,127,97,25,3,2
S00089875,129,100,28,1,0
S00089876,105,95,10,0,0
S00089877,105,94,11,0,0
S00089878,91,79,9,3,0
S00089879,127,114,10,3,0
S00089880,148,137,11,0,0
S00089881,166,133,26,7,0
S00089882,113,106,6,1,0
S00089883,90,81,9,0,0
S00089884,107,96,6,4,1
S00089885,114,101,13,0,0
S00089886,97,75,17,3,2
S00089887,96,72,20,3,1
S00089888,72,63,8,1,0
S00089889,58,47,9,0,2
S00089890,105,90,11,3,1
S00089891,228,184,36,8,0
S00089892,123,108,13,1,1
S00089893,124,109,13,2,0
S00089894,144,127,14,3,0
S00089895,80,70,8,1,1
S00089896,80,67,11,2,0
S00089897,106,85,19,2,0
S00089898,125,97,22,6,0
S00089899,114,110,2,2,0
S00089900,97,89,8,0,0
S00089901,91,90,1,0,0
S00089902,155,148,7,0,0
S00089903,130,122,8,0,0
S00089904,97,88,6,3,0
S00089905,102,91,8,1,2
S00089906,92,81,10,0,1
S00089907,105,97,8,0,0
S00089908,111,105,6,0,0
S00089909,56,47,8,1,0
S00089910,113,101,9,3,0
S00089911,159,139,13,6,1
S00089912,109,88,18,2,1
S00089913,83,78,5,0,0
S00089914,80,73,7,0,0
S00089915,95,89,5,1,0
S00089916,112,92,16,3,1
S00089917,109,95,10,3,1
S00089918,91,82,7,2,0
S00089919,96,86,10,0,0
S00089920,121,108,11,1,1
S00089921,92,81,9,2,0
S00089922,82,78,3,1,0
S00089923,91,71,18,0,2
S00089924,81,73,7,1,0
S00089925,90,77,9,4,0
S00089926,116,106,10,0,0
S00089927,94,80,14,0,0
S00089928,132,108,22,2,0
S00089929,124,99,22,3,0
S00089930,79,63,15,1,0
S00089931,99,76,22,1,0
S00089932,113,97,16,0,0
S00089933,79,65,14,0,0
S00089934,90,81,9,0,0
S00089935,123,100,20,2,1
S00089936,67,53,13,1,0
S00089937,77,64,12,1,0
S00089938,106,94,11,1,0
S00089939,129,117,10,1,1
S00089940,97,85,12,0,0
S00089941,107,90,16,1,0
S00089942,64,53,11,0,0
S00089943,90,73,14,3,0
S00089944,58,52,6,0,0
S00089945,165,133,22,8,2
S00089946,106,84,18,4,0
S00089947,98,77,19,1,1
S00089948,137,116,18,2,1
S00089949,110,104,5,1,0
S00089950,102,86,12,4,0
S00089951,95,78,14,3,0
S00089952,121,111,10,0,0
S00089953,64,55,9,0,0
S00089954,132,116,16,0,0
S00089955,168,157,8,3,0
S00089956,55,46,8,1,0
S00089957,105,82,19,4,0
S00089958,98,92,6,0,0
S00089959,113,102,11,0,0
S00089960,82,79,3,0,0
S00089961,82,75,7,0,0
S00089962,72,65,5,2,0
S00089963,88,72,15,1,0
S00089964,86,71,15,0,0
S00089965,159,130,28,1,0
S00089966,160,137,20,3,0
S00089967,110,97,11,2,0
S00089968,87,72,13,2,0
S00089969,95,76,18,1,0
S00089970,92,80,11,1,0
S00089971,168,136,28,4,0
S00089972,104,90,14,0,0
S00089973,105,88,14,3,0
S00089974,95,84,7,2,2
S00089975,114,103,11,0,0
S00089976,105,88,17,0,0
S00089977,100,86,13,1,0
S00089978,128,109,18,1,0
S00089979,104,96,7,1,0
S00089980,100,85,12,2,1
S00089981,56,41,14,1,0
S00089982,85,70,14,1,0
S00089983,72,58,12,1,1
S00089984,99,82,15,1,1
S00089985,109,100,9,0,0
S00089986,78,69,6,2,1
S00089987,85,75,10,0,0
S00089988,112,103,8,1,0
S00089989,103,89,12,0,2
S00089990,87,73,9,3,2
S00089991,104,94,8,2,0
S00089992,129,115,13,1,0
S00089993,103,99,4,0,0
S00089994,105,102,3,0,0
S00089995,94,86,8,0,0
S00089996,55,51,4,0,0
S00089997,132,122,10,0,0
S00089998,155,139,12,4,0
S00089999,106,100,6,0,0
S00090000,98,92,6,0,0
S00090001,85,74,7,4,0
S00090002,156,131,24,1,0
S00090003,124,110,14,0,0
S00090004,79,69,7,0,3
S00090005,55,46,7,2,0
S00090006,96,76,12,7,1
S00090007,196,163,29,4,0
S00090008,77,65,11,1,0
S00090009,103,89,9,4,1
S00090010,94,76,18,0,0
S00090011,110,87,21,2,0
S00090012,136,119,17,0,0
S00090013,106,99,5,2,0
S00090014,133,114,15,3,1
S00090015,99,85,10,3,1
S00090016,99,94,5,0,0
S00090017,124,119,4,1,0
S00090018,127,103,22,2,0
S00090019,53,45,7,1,0
S00090020,50,43,7,0,0
S00090021,116,87,26,3,0
S00090022,107,93,11,3,0
S00090023,68,56,12,0,0
S00090024,132,105,26,0,1
S00090025,147,116,23,8,0
S00090026,67,59,7,1,0
S00090027,142,121,17,3,1
S00090028,122,104,15,2,1
S00090029,111,93,15,2,1
S00090030,94,84,8,2,0
S00090031,178,159,17,2,0
S00090032,120,102,15,3,0
S00090033,153,125,23,3,2
S00090034,127,110,15,1,1
S00090035,92,82,10,0,0
S00090036,147,111,28,6,2
S00090037,124,120,4,0,0
S00090038,102,79,20,3,0
S00090039,139,124,13,1,1
S00090040,164,141,21,2,0
S00090041,69,53,13,3,0
S00090042,115,94,15,6,0
S00090043,132,101,25,5,1
S00090044,152,116,31,5,0
S00090045,196,157,32,4,3
S00090046,51,34,13,3,1
S00090047,99,54,24,18,3
S00090048,118,74,24,17,3
S00090049,150,95,25,21,9
S00090050,108,57,35,16,0
S00090051,139,103,30,5,1
S00090052,125,105,12,8,0
S00090053,114,86,18,8,2
S00090054,181,137,35,7,2
S00090055,173,147,22,3,1
S00090056,89,42,38,6,3
S00090057,102,85,13,2,2
S00090058,56,44,11,1,0
S00090059,145,117,24,4,0
S00090060,112,103,6,3,0
S00090061,116,95,19,2,0
S00090062,83,72,10,1,0
S00090063,99,74,20,4,1
S00090064,161,141,16,4,0
S00090065,57,35,16,6,0
S00090066,78,52,18,4,4
S00090067,98,86,10,1,1
S00090068,107,93,14,0,0
S00090069,152,125,24,3,0
S00090070,209,190,19,0,0
S00090071,116,106,10,0,0
S00090072,125,114,11,0,0
S00090073,123,114,9,0,0
S00090074,119,113,5,1,0
S00090075,131,124,7,0,0
S00090076,141,129,12,0,0
S00090077,109,96,13,0,0
S00090078,154,141,13,0,0
S00090079,134,119,12,3,0
S00090080,98,92,5,1,0
S00090081,115,99,14,2,0
S00090082,79,64,13,2,0
S00090083,111,98,12,1,0
S00090084,144,119,24,1,0
S00090085,126,111,14,1,0
S00090086,133,120,13,0,0
S00090087,107,88,18,1,0
S00090088,97,89,8,0,0
S00090089,103,93,10,0,0
S00090090,62,52,10,0,0
S00090091,158,143,13,2,0
S00090092,68,61,7,0,0
S00090093,54,48,6,0,0
S00090094,137,124,13,0,0
S00090095,140,131,9,0,0
S00090096,101,79,20,2,0
S00090097,72,67,4,1,0
S00090098,86,74,9,3,0
S00090099,185,164,21,0,0
S00090100,128,114,13,1,0
S00090101,126,118,8,0,0
S00090102,110,103,4,2,1
S00090103,147,137,8,2,0
S00090104,121,102,15,4,0
S00090105,89,77,9,3,0
S00090106,167,151,16,0,0
S00090107,148,138,10,0,0
S00090108,123,119,4,0,0
S00090109,111,100,9,1,1
S00090110,138,131,4,2,1
S00090111,75,71,4,0,0
S00090112,167,153,12,2,0
S00090113,103,89,12,2,0
S00090114,127,109,12,2,4
S00090115,104,99,5,0,0
S00090116,147,138,7,2,0
S00090117,137,128,9,0,0
S00090118,150,123,26,1,0
S00090119,208,193,12,3,0
S00090120,141,118,17,5,1
S00090121,237,202,29,2,4
S00090122,116,110,6,0,0
S00090123,98,90,7,1,0
S00090124,105,91,12,2,0
S00090125,75,63,9,2,1
S00090126,131,112,18,1,0
S00090127,134,122,12,0,0
S00090128,104,92,11,1,0
S00090129,133,120,13,0,0
S00090130,123,112,10,1,0
S00090131,136,120,15,1,0
S00090132,149,140,7,2,0
S00090133,176,161,15,0,0
S00090134,136,129,7,0,0
S00090135,137,115,17,5,0
S00090136,125,109,16,0,0
S00090137,118,106,12,0,0
S00090138,108,102,6,0,0
S00090139,122,114,7,1,0
S00090140,102,96,6,0,0
S00090141,92,84,8,0,0
S00090142,115,103,11,1,0
S00090143,75,69,5,1,0
S00090144,87,78,8,1,0
S00090145,106,84,16,6,0
S00090146,82,76,5,1,0
S00090147,81,71,7,3,0
S00090148,82,68,13,1,0
S00090149,157,140,15,1,1
S00090150,81,73,7,1,0
S00090151,84,72,12,0,0
S00090152,86,66,20,0,0
S00090153,114,96,17,1,0
S00090154,116,113,3,0,0
S00090155,105,92,12,1,0
S00090156,137,111,25,1,0
S00090157,157,143,14,0,0
S00090158,101,89,11,1,0
S00090159,131,112,16,3,0
S00090160,121,105,13,3,0
S00090161,111,105,6,0,0
S00090162,134,127,7,0,0
S00090163,93,83,8,1,1
S00090164,129,112,16,1,0
S00090165,127,105,19,3,0
S00090166,121,106,12,3,0
S00090167,89,84,1,3,1
S00090168,93,83,9,1,0
S00090169,89,80,8,1,0
S00090170,110,92,18,0,0
S00090171,57,55,2,0,0
S00090172,116,99,15,2,0
S00090173,127,117,10,0,0
S00090174,143,132,11,0,0
S00090175,132,124,8,0,0
S00090176,67,60,3,3,1
S00090177,115,95,15,5,0
S00090178,132,117,13,2,0
S00090179,149,125,23,0,1
S00090180,128,110,13,2,3
S00090181,141,118,18,4,1
S00090182,122,114,8,0,0
S00090183,148,120,19,3,6
S00090184,80,74,5,1,0
S00090185,83,75,7,1,0
S00090186,114,96,18,0,0
S00090187,108,95,12,1,0
S00090188,102,92,10,0,0
S00090189,67,51,15,1,0
S00090190,155,141,13,1,0
S00090191,128,113,13,2,0
S00090192,98,87,11,0,0
S00090193,119,93,22,4,0
S00090194,97,79,15,3,0
S00090195,106,101,5,0,0
S00090196,100,87,10,3,0
S00090197,98,89,9,0,0
S00090198,97,88,8,1,0
S00090199,74,67,6,1,0
S00090200,101,94,7,0,0
S00090201,121,103,12,5,1
S00090202,101,92,9,0,0
S00090203,107,90,13,4,0
S00090204,127,112,8,5,2
S00090205,110,96,12,1,1
S00090206,91,76,15,0,0
S00090207,95,90,4,0,1
S00090208,93,85,8,0,0
S00090209,96,91,5,0,0
S00090210,83,71,10,1,1
S00090211,58,54,3,1,0
S00090212,64,62,2,0,0
S00090213,70,68,2,0,0
S00090214,98,90,7,1,0
S00090215,141,137,4,0,0
S00090216,109,106,3,0,0
S00090217,93,86,5,2,0
S00090218,109,100,8,1,0
S00090219,116,103,9,3,1
S00090220,95,92,0,3,0
S00090221,141,138,3,0,0
S00090222,206,173,28,3,2
S00090223,159,134,20,5,0
S00090224,143,134,8,0,1
S00090225,74,68,6,0,0
S00090226,155,141,10,4,0
S00090227,211,205,5,1,0
S00090228,157,133,18,2,4
S00090229,172,148,21,0,3
S00090230,92,84,5,3,0
S00090231,111,101,8,2,0
S00090232,86,81,5,0,0
S00090233,85,84,1,0,0
S00090234,100,92,8,0,0
S00090235,127,109,18,0,0
S00090236,97,81,15,1,0
S00090237,95,87,8,0,0
S00090238,70,62,5,2,1
S00090239,117,108,9,0,0
S00090240,145,137,6,2,0
S00090241,145,133,11,1,0
S00090242,127,112,15,0,0
S00090243,88,79,7,2,0
S00090244,88,75,8,5,0
S00090245,162,138,23,1,0
S00090246,56,48,8,0,0
S00090247,112,106,5,1,0
S00090248,52,46,6,0,0
S00090249,167,146,19,2,0
S00090250,131,125,6,0,0
S00090251,138,128,7,2,1
S00090252,168,164,4,0,0
S00090253,171,156,15,0,0
S00090254,121,111,9,1,0
S00090255,149,135,11,3,0
S00090256,159,141,15,2,1
S00090257,141,130,11,0,0
S00090258,153,139,13,1,0
S00090259,90,80,8,2,0
S00090260,131,124,7,0,0
S00090261,91,83,8,0,0
S00090262,70,64,4,2,0
S00090263,148,141,7,0,0
S00090264,131,123,8,0,0
S00090265,123,104,16,2,1
S00090266,104,88,16,0,0
S00090267,76,68,7,1,0
S00090268,96,84,10,2,0
S00090269,133,120,12,1,0
S00090270,118,106,11,0,1
S00090271,166,145,19,2,0
S00090272,96,86,9,1,0
S00090273,62,40,19,2,1
S00090274,85,76,8,1,0
S00090275,54,48,6,0,0
S00090276,103,81,20,2,0
S00090277,119,108,10,1,0
S00090278,133,116,15,2,0
S00090279,150,136,12,2,0
S00090280,86,69,16,1,0
S00090281,124,110,12,1,1
S00090282,103,89,10,3,1
S00090283,90,75,14,1,0
S00090284,87,75,10,2,0
S00090285,83,80,3,0,0
S00090286,85,72,8,5,0
S00090287,104,91,11,2,0
S00090288,145,131,13,1,0
S00090289,66,63,3,0,0
S00090290,77,64,12,1,0
S00090291,95,79,14,2,0
S00090292,119,105,11,3,0
S00090293,107,87,20,0,0
S00090294,111,97,14,0,0
S00090295,129,115,12,2,0
S00090296,102,93,9,0,0
S00090297,145,120,25,0,0
S00090298,86,69,17,0,0
S00090299,120,116,4,0,0
S00090300,114,108,5,0,1
S00090301,81,75,6,0,0
S00090302,101,94,7,0,0
S00090303,216,194,19,2,1
S00090304,146,141,5,0,0
S00090305,192,180,8,4,0
S00090306,182,176,6,0,0
S00090307,164,142,16,5,1
S00090308,124,113,10,1,0
S00090309,152,143,9,0,0
S00090310,126,114,11,1,0
S00090311,171,156,12,2,1
S00090312,84,74,8,2,0
S00090313,179,159,17,3,0
S00090314,250,220,23,7,0
S00090315,90,77,13,0,0
S00090316,172,160,9,3,0
S00090317,179,163,14,2,0
S00090318,169,149,13,7,0
S00090319,79,58,15,6,0
S00090320,66,51,13,2,0
S00090321,98,88,10,0,0
S00090322,97,93,4,0,0
S00090323,90,81,6,1,2
S00090324,72,63,9,0,0
S00090325,92,80,10,1,1
S00090326,83,77,6,0,0
S00090327,69,63,4,2,0
S00090328,53,49,4,0,0
S00090329,71,57,12,0,2
S00090330,53,47,4,1,1
S00090331,165,147,15,3,0
S00090332,106,97,9,0,0
S00090333,124,105,17,1,1
S00090334,50,50,0,0,0
S00090335,66,59,6,1,0
S00090336,129,109,18,2,0
S00090337,137,127,9,1,0
S00090338,55,48,6,1,0
S00090339,48,38,9,1,0
S00090340,94,85,8,1,0
S00090341,68,62,6,0,0
S00090342,72,68,4,0,0
S00090343,93,79,14,0,0
S00090344,59,55,4,0,0
S00090345,117,111,5,1,0
S00090346,93,76,17,0,0
S00090347,148,90,38,15,5
S00090348,171,115,34,19,3
S00090349,101,63,23,11,4
S00090350,103,83,12,8,0
S00090351,68,56,12,0,0
S00090352,87,71,16,0,0
S00090353,64,59,2,3,0
S00090354,188,174,14,0,0
S00090355,60,49,11,0,0
S00090356,90,84,6,0,0
S00090357,216,194,19,2,1
S00090358,156,147,9,0,0
S00090359,118,106,11,0,1
S00090360,87,76,11,0,0
S00090361,80,75,5,0,0
S00090362,131,95,28,7,1
S00090363,55,44,8,1,2
S00090364,68,59,7,1,1
S00090365,109,103,6,0,0
S00090366,77,70,7,0,0
S00090367,53,39,12,1,1
S00090368,52,45,6,1,0
S00090369,142,129,12,1,0
S00090370,120,115,5,0,0
S00090371,117,103,14,0,0
S00090372,94,82,11,1,0
S00090373,57,50,5,2,0
S00090374,114,108,6,0,0
S00090375,62,57,4,1,0
S00090376,124,113,11,0,0
S00090377,94,86,8,0,0
S00090378,75,69,6,0,0
S00090379,80,66,12,2,0
S00090380,113,108,5,0,0
S00090381,116,103,11,1,1
S00090382,53,42,9,2,0
S00090383,83,76,5,2,0
S00090384,67,62,5,0,0
S00090385,152,135,16,1,0
S00090386,75,70,5,0,0
S00090387,75,70,5,0,0
S00090388,121,83,19,7,12
S00090389,129,117,10,2,0
S00090390,90,84,6,0,0
S00090391,91,88,3,0,0
S00090392,95,88,7,0,0
S00090393,124,92,32,0,0
S00090394,90,88,2,0,0
S00090395,107,103,4,0,0
S00090396,79,72,6,1,0
S00090397,72,69,2,1,0
S00090398,59,54,5,0,0
S00090399,209,188,16,2,3
S00090400,126,115,10,1,0
S00090401,99,92,7,0,0
S00090402,108,98,10,0,0
S00090403,152,132,15,4,1
S00090404,184,161,18,4,1
S00090405,152,131,20,1,0
S00090406,123,94,24,5,0
S00090407,195,175,20,0,0
S00090408,63,58,5,0,0
S00090409,109,102,7,0,0
S00090410,109,89,8,9,3
S00090411,75,64,7,4,0
S00090412,57,51,5,1,0
S00090413,90,70,13,7,0
S00090414,112,105,6,1,0
S00090415,167,156,11,0,0
S00090416,109,93,13,3,0
S00090417,66,54,10,2,0
S00090418,48,48,0,0,0
S00090419,93,82,11,0,0
S00090420,93,92,1,0,0
S00090421,143,134,9,0,0
S00090422,72,70,2,0,0
S00090423,244,221,20,3,0
S00090424,66,59,5,2,0
S00090425,105,102,3,0,0
S00090426,99,78,15,5,1
S00090427,81,76,5,0,0
S00090428,237,209,20,6,2
S00090429,92,85,7,0,0
S00090430,94,94,0,0,0
S00090431,115,111,4,0,0
S00090432,61,56,4,0,1
S00090433,105,95,7,3,0
S00090434,109,91,10,8,0
S00090435,58,44,14,0,0
S00090436,132,122,8,2,0
S00090437,109,93,14,2,0
S00090438,59,56,3,0,0
S00090439,69,60,7,2,0
S00090440,132,125,7,0,0
S00090441,149,122,23,2,2
S00090442,96,64,27,2,3
S00090443,58,42,15,1,0
S00090444,224,188,31,5,0
S00090445,105,83,9,8,5
S00090446,72,66,6,0,0
S00090447,129,95,19,13,2
S00090448,60,55,4,1,0
S00090449,73,72,1,0,0
S00090450,72,62,7,3,0
S00090451,62,52,9,1,0
S00090452,68,50,13,5,0
S00090453,59,54,5,0,0
S00090454,142,132,8,2,0
S00090455,73,41,19,12,1
S00090456,52,27,15,9,1
S00090457,55,27,13,14,1
S00090458,112,67,30,15,0
S00090459,80,54,16,7,3
S00090460,119,99,18,2,0
S00090461,66,37,11,12,6
S00090462,113,96,16,1,0
S00090463,82,61,18,3,0
S00090464,72,53,9,10,0
S00090465,129,104,18,7,0
S00090466,73,52,15,3,3
S00090467,95,59,25,8,3
S00090468,109,98,11,0,0
S00090469,87,81,2,4,0
S00090470,72,51,15,5,1
S00090471,87,62,20,3,2
S00090472,98,66,23,8,1
S00090473,82,60,20,1,1
S00090474,100,71,23,6,0
S00090475,85,54,24,7,0
S00090476,85,62,18,5,0
S00090477,86,62,17,6,1
S00090478,118,99,15,4,0
S00090479,115,103,9,3,0
S00090480,67,52,14,1,0
S00090481,65,59,6,0,0
S00090482,64,48,12,4,0
S00090483,82,63,16,3,0
S00090484,85,77,8,0,0
S00090485,71,54,13,4,0
S00090486,75,63,7,5,0
S00090487,60,50,9,1,0
S00090488,105,86,16,3,0
S00090489,72,62,10,0,0
S00090490,114,107,5,1,1
S00090491,57,45,7,3,2
S00090492,62,54,7,1,0
S00090493,75,69,5,1,0
S00090494,77,65,10,1,1
S00090495,83,68,15,0,0
S00090496,232,211,19,2,0
S00090497,88,79,7,2,0
S00090498,85,78,4,3,0
S00090499,176,153,16,5,2
S00090500,110,103,7,0,0
S00090501,103,93,9,1,0
S00090502,86,80,6,0,0
S00090503,65,61,3,1,0
S00090504,159,139,16,2,2
S00090505,129,122,6,1,0
S00090506,100,94,4,2,0
S00090507,155,132,16,6,1
S00090508,82,80,2,0,0
S00090509,149,132,15,2,0
S00090510,136,123,12,1,0
S00090511,62,57,4,1,0
S00090512,69,63,4,2,0
S00090513,98,78,18,2,0
S00090514,88,70,17,1,0
S00090515,100,82,15,3,0
S00090516,94,78,15,1,0
S00090517,108,99,6,3,0
S00090518,93,79,10,4,0
S00090519,78,66,12,0,0
S00090520,113,93,17,1,2
S00090521,61,52,9,0,0
S00090522,68,60,7,1,0
S00090523,835,738,86,11,0
S00090524,105,89,15,1,0
S00090525,75,68,6,1,0
S00090526,89,74,11,2,2
S00090527,123,102,18,3,0
S00090528,117,90,22,5,0
S00090529,93,73,13,5,2
S00090530,84,74,10,0,0
S00090531,110,92,15,3,0
S00090532,79,68,9,2,0
S00090533,50,42,7,1,0
S00090534,91,83,7,1,0
S00090535,77,65,8,4,0
S00090536,73,56,13,4,0
S00090537,101,76,14,6,5
S00090538,121,112,9,0,0
S00090539,123,112,9,2,0
S00090540,92,83,9,0,0
S00090541,115,104,9,2,0
S00090542,73,69,4,0,0
S00090543,139,127,8,3,1
S00090544,87,80,7,0,0
S00090545,71,69,1,1,0
S00090546,97,89,8,0,0
S00090547,99,86,12,1,0
S00090548,83,71,12,0,0
S00090549,61,58,3,0,0
S00090550,86,81,5,0,0
S00090551,90,81,8,1,0
S00090552,80,76,3,1,0
S00090553,184,170,10,3,1
S00090554,93,84,8,0,1
S00090555,51,51,0,0,0
S00090556,143,127,13,3,0
S00090557,69,62,7,0,0
S00090558,89,72,10,7,0
S00090559,99,93,6,0,0
S00090560,105,96,8,1,0
S00090561,128,117,7,3,1
S00090562,135,128,7,0,0
S00090563,83,75,7,0,1
S00090564,109,99,7,3,0
S00090565,80,76,3,1,0
S00090566,67,63,4,0,0
S00090567,106,99,4,3,0
S00090568,105,91,12,1,1
S00090569,96,85,7,4,0
S00090570,96,86,7,2,1
S00090571,85,81,3,0,1
S00090572,119,111,5,3,0
S00090573,88,78,8,2,0
S00090574,69,63,6,0,0
S00090575,169,144,23,2,0
S00090576,87,82,4,1,0
S00090577,113,101,10,2,0
S00090578,55,50,4,1,0
S00090579,90,84,6,0,0
S00090580,136,122,12,2,0
S00090581,84,59,20,4,1
S00090582,136,113,19,3,1
S00090583,52,46,6,0,0
S00090584,80,70,8,2,0
S00090585,94,85,7,0,2
S00090586,111,97,11,3,0
S00090587,71,60,10,1,0
S00090588,63,55,5,3,0
S00090589,80,65,9,5,1
S00090590,112,88,18,5,1
S00090591,86,61,14,6,5
S00090592,84,75,9,0,0
S00090593,74,63,9,2,0
S00090594,139,112,21,6,0
S00090595,75,59,14,2,0
S00090596,169,126,32,9,2
S00090597,109,94,9,2,4
S00090598,89,75,11,3,0
S00090599,121,107,12,2,0
S00090600,75,62,11,2,0
S00090601,112,100,9,2,1
S00090602,79,71,8,0,0
S00090603,90,71,16,3,0
S00090604,98,85,10,3,0
S00090605,93,71,22,0,0
S00090606,86,65,19,2,0
S00090607,149,122,26,1,0
S00090608,61,55,5,1,0
S00090609,142,133,8,1,0
S00090610,66,54,10,0,2
S00090611,103,86,13,3,1
S00090612,93,75,16,2,0
S00090613,85,75,9,1,0
S00090614,118,102,13,3,0
S00090615,147,132,14,1,0
S00090616,83,78,5,0,0
S00090617,55,52,3,0,0
S00090618,75,74,1,0,0
S00090619,75,66,9,0,0
S00090620,116,104,9,2,1
S00090621,91,84,6,1,0
S00090622,106,97,8,1,0
S00090623,59,50,7,2,0
S00090624,77,73,4,0,0
S00090625,63,60,3,0,0
S00090626,112,97,11,3,1
S00090627,62,61,0,0,1
S00090628,83,81,1,1,0
S00090629,107,90,14,2,1
S00090630,63,59,3,0,1
S00090631,78,68,9,1,0
S00090632,112,104,8,0,0
S00090633,112,98,12,2,0
S00090634,94,88,4,2,0
S00090635,119,114,4,0,1
S00090636,85,72,13,0,0
S00090637,59,53,6,0,0
S00090638,117,113,3,0,1
S00090639,54,47,7,0,0
S00090640,52,48,3,0,1
S00090641,126,115,10,1,0
S00090642,167,139,27,1,0
S00090643,94,78,14,0,2
S00090644,104,82,20,0,2
S00090645,91,85,6,0,0
S00090646,72,57,12,3,0
S00090647,81,72,9,0,0
S00090648,85,70,15,0,0
S00090649,95,77,18,0,0
S00090650,132,107,18,7,0
S00090651,111,105,6,0,0
S00090652,113,99,11,2,1
S00090653,91,81,8,2,0
S00090654,136,124,12,0,0
S00090655,117,112,5,0,0
S00090656,83,75,7,1,0
S00090657,107,91,16,0,0
S00090658,147,129,13,5,0
S00090659,90,83,5,2,0
S00090660,53,44,9,0,0
S00090661,89,78,8,3,0
S00090662,64,54,9,1,0
S00090663,162,144,14,3,1
S00090664,174,161,11,2,0
S00090665,123,112,9,2,0
S00090666,173,138,29,6,0
S00090667,178,163,11,3,1
S00090668,183,159,23,0,1
S00090669,95,93,2,0,0
S00090670,126,117,7,2,0
S00090671,101,77,19,5,0
S00090672,100,82,16,1,1
S00090673,113,97,16,0,0
S00090674,94,81,11,2,0
S00090675,91,72,14,5,0
S00090676,105,88,17,0,0
S00090677,89,72,11,4,2
S00090678,123,101,12,8,2
S00090679,150,140,9,1,0
S00090680,53,37,11,5,0
S00090681,116,55,47,14,0
S00090682,88,82,5,1,0
S00090683,91,85,5,1,0
S00090684,132,121,8,2,1
S00090685,83,76,7,0,0
S00090686,51,46,4,1,0
S00090687,71,65,5,1,0
S00090688,96,81,15,0,0
S00090689,166,145,17,4,0
S00090690,482,452,27,3,0
S00090691,56,47,7,2,0
S00090692,135,122,12,1,0
S00090693,142,114,16,8,4
S00090694,147,124,18,3,2
S00090695,176,143,29,4,0
S00090696,115,98,14,3,0
S00090697,79,60,13,4,2
S00090698,91,78,8,3,2
S00090699,96,50,29,13,4
S00090700,71,52,14,5,0
S00090701,2078,1748,314,16,0
S00090702,101,92,9,0,0
S00090703,67,62,5,0,0
S00090704,99,86,11,2,0
S00090705,124,107,17,0,0
S00090706,60,56,4,0,0
S00090707,98,85,11,2,0
S00090708,93,86,5,1,1
S00090709,135,124,7,4,0
S00090710,114,92,17,5,0
S00090711,82,74,7,1,0
S00090712,144,116,20,7,1
S00090713,91,81,9,1,0
S00090714,71,65,6,0,0
S00090715,73,61,11,1,0
S00090716,176,165,10,0,1
S00090717,370,325,44,1,0
S00090718,99,87,8,2,2
S00090719,108,97,11,0,0
S00090720,49,45,3,1,0
S00090721,127,107,13,6,1
S00090722,75,69,6,0,0
S00090723,79,59,17,3,0
S00090724,63,57,4,2,0
S00090725,94,85,4,5,0
S00090726,69,63,5,1,0
S00090727,52,48,1,3,0
S00090728,95,80,12,2,1
S00090729,102,91,6,2,3
S00090730,114,96,13,5,0
S00090731,96,74,14,7,1
S00090732,107,89,16,2,0
S00090733,74,72,1,1,0
S00090734,95,85,9,1,0
S00090735,66,62,3,1,0
S00090736,74,62,9,3,0
S00090737,93,68,19,3,3
S00090738,91,72,17,2,0
S00090739,106,98,8,0,0
S00090740,81,70,6,4,1
S00090741,61,60,1,0,0
S00090742,116,106,6,4,0
S00090743,85,74,9,2,0
S00090744,88,81,6,1,0
S00090745,85,77,5,3,0
S00090746,141,125,13,3,0
S00090747,93,77,15,1,0
S00090748,100,95,5,0,0
S00090749,88,82,4,2,0
S00090750,80,78,2,0,0
S00090751,150,142,8,0,0
S00090752,64,57,6,1,0
S00090753,121,115,6,0,0
S00090754,131,112,11,4,4
S00090755,92,87,5,0,0
S00090756,57,47,10,0,0
S00090757,103,91,7,4,1
S00090758,84,77,6,1,0
S00090759,56,50,6,0,0
S00090760,124,104,14,4,2
S00090761,97,79,16,2,0
S00090762,66,52,13,1,0
S00090763,60,55,5,0,0
S00090764,64,60,4,0,0
S00090765,61,55,4,2,0
S00090766,84,77,5,2,0
S00090767,92,80,11,1,0
S00090768,76,49,22,3,2
S00090769,118,106,12,0,0
S00090770,59,54,4,1,0
S00090771,67,56,10,1,0
S00090772,90,85,5,0,0
S00090773,73,57,13,1,2
S00090774,112,99,11,1,1
S00090775,86,76,10,0,0
S00090776,90,75,12,2,1
S00090777,76,61,8,5,2
S00090778,79,65,11,2,1
S00090779,101,76,23,2,0
S00090780,93,75,18,0,0
S00090781,116,112,4,0,0
S00090782,163,132,25,6,0
S00090783,133,120,12,1,0
S00090784,124,117,7,0,0
S00090785,60,50,8,1,1
S00090786,82,67,11,3,1
S00090787,114,101,12,1,0
S00090788,71,62,9,0,0
S00090789,111,99,12,0,0
S00090790,84,67,14,3,0
